"REF_DATE","GEO","DGUID","New housing price indexes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","95.5","","","","1"
"2010-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","95.6","","","","1"
"2010-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","97.2","","","","1"
"2010-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","97.2","","","","1"
"2011-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","97.2","","","","1"
"2011-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","97.0","","","","1"
"2011-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","97.1","","","","1"
"2011-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.5","","","","1"
"2011-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","97.7","","","","1"
"2011-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.0","","","","1"
"2011-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.1","","","","1"
"2011-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.6","","","","1"
"2011-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.8","","","","1"
"2011-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.9","","","","1"
"2011-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.9","","","","1"
"2011-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.0","","","","1"
"2012-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.3","","","","1"
"2012-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.6","","","","1"
"2012-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.1","","","","1"
"2012-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.1","","","","1"
"2012-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.4","","","","1"
"2012-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.9","","","","1"
"2012-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.0","","","","1"
"2012-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.2","","","","1"
"2012-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.1","","","","1"
"2012-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.3","","","","1"
"2012-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.7","","","","1"
"2012-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.7","","","","1"
"2013-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.5","","","","1"
"2013-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.3","","","","1"
"2013-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.4","","","","1"
"2013-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.5","","","","1"
"2013-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.2","","","","1"
"2013-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.3","","","","1"
"2013-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.1","","","","1"
"2013-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.0","","","","1"
"2013-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.8","","","","1"
"2013-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.8","","","","1"
"2013-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.4","","","","1"
"2013-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.5","","","","1"
"2014-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.4","","","","1"
"2014-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.4","","","","1"
"2014-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.3","","","","1"
"2014-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.1","","","","1"
"2014-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.0","","","","1"
"2014-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.9","","","","1"
"2014-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.8","","","","1"
"2014-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.8","","","","1"
"2014-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.8","","","","1"
"2014-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.6","","","","1"
"2014-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.5","","","","1"
"2014-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.3","","","","1"
"2015-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.0","","","","1"
"2015-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.1","","","","1"
"2015-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.9","","","","1"
"2015-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.9","","","","1"
"2015-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.9","","","","1"
"2015-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.8","","","","1"
"2015-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.8","","","","1"
"2015-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.8","","","","1"
"2015-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.1","","","","1"
"2015-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.1","","","","1"
"2015-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.9","","","","1"
"2015-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.0","","","","1"
"2016-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.0","","","","1"
"2016-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.0","","","","1"
"2016-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.8","","","","1"
"2016-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","98.8","","","","1"
"2016-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.0","","","","1"
"2016-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.2","","","","1"
"2016-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.2","","","","1"
"2016-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.2","","","","1"
"2016-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.3","","","","1"
"2016-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.5","","","","1"
"2016-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","99.7","","","","1"
"2016-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.0","","","","1"
"2017-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.1","","","","1"
"2017-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.2","","","","1"
"2017-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","100.8","","","","1"
"2017-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.1","","","","1"
"2017-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","101.5","","","","1"
"2017-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","102.4","","","","1"
"2017-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","102.7","","","","1"
"2017-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","103.1","","","","1"
"2017-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","103.1","","","","1"
"2017-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","104.1","","","","1"
"2017-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","104.6","","","","1"
"2017-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","104.7","","","","1"
"2018-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","104.8","","","","1"
"2018-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","105.2","","","","1"
"2018-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","106.6","","","","1"
"2018-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","106.7","","","","1"
"2018-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","106.8","","","","1"
"2018-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","107.5","","","","1"
"2018-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","107.6","","","","1"
"2018-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","108.2","","","","1"
"2018-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","108.4","","","","1"
"2018-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","109.0","","","","1"
"2018-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","109.7","","","","1"
"2018-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","110.1","","","","1"
"2019-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","110.3","","","","1"
"2019-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","110.4","","","","1"
"2019-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","110.5","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","111.1","","","","1"
"2019-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","111.8","","","","1"
"2019-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","112.5","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","113.5","","","","1"
"2019-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","114.1","","","","1"
"2019-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","115.2","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","116.2","","","","1"
"2019-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","117.3","","","","1"
"2019-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","118.0","","","","1"
"2020-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","119.6","","","","1"
"2020-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","120.9","","","","1"
"2020-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","122.3","","","","1"
"2020-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","122.8","","","","1"
"2020-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","124.0","","","","1"
"2020-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","124.2","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","125.9","","","","1"
"2020-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","127.3","","","","1"
"2020-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","130.1","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","131.3","","","","1"
"2020-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","134.1","","","","1"
"2020-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","135.6","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","137.9","","","","1"
"2021-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","139.0","","","","1"
"2021-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","143.5","","","","1"
"2021-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","151.9","","","","1"
"2021-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","154.8","","","","1"
"2021-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","156.8","","","","1"
"2021-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","157.7","","","","1"
"2021-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","162.3","","","","1"
"2021-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","163.0","","","","1"
"2021-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","163.8","","","","1"
"2021-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","164.1","","","","1"
"2021-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","164.3","","","","1"
"2022-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","166.4","","","","1"
"2022-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","167.1","","","","1"
"2022-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","169.2","","","","1"
"2022-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","171.8","","","","1"
"2022-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","173.6","","","","1"
"2022-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","174.8","","","","1"
"2022-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","175.8","","","","1"
"2022-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","175.7","","","","1"
"2022-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","175.7","","","","1"
"2022-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","175.9","","","","1"
"2022-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","175.1","","","","1"
"2022-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","175.1","","","","1"
"2023-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","174.8","","","","1"
"2023-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","174.7","","","","1"
"2023-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","173.4","","","","1"
"2023-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","172.3","","","","1"
"2023-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","172.2","","","","1"
"2023-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","171.9","","","","1"
"2023-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","171.1","","","","1"
"2023-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","168.9","","","","1"
"2023-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","168.2","","","","1"
"2023-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","168.1","","","","1"
"2023-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","166.9","","","","1"
"2023-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","166.7","","","","1"
"2024-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","166.1","","","","1"
"2024-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","166.4","","","","1"
"2024-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","164.9","","","","1"
"2024-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","164.8","","","","1"
"2024-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","164.9","","","","1"
"2024-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","164.4","","","","1"
"2024-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050335505","Total (house and land)","Index, 201612=100","347","units","0","v111955493","18.1","164.0","","","","1"
