Date,City,City_ID,Housing_Price_Index
2016-03,Calgary CMA ,2011S0503825,100.2
2016-04,Calgary CMA ,2011S0503825,100.2
2016-05,Calgary CMA ,2011S0503825,100.4
2016-06,Calgary CMA ,2011S0503825,99.8
2016-07,Calgary CMA ,2011S0503825,99.9
2016-08,Calgary CMA ,2011S0503825,99.9
2016-09,Calgary CMA ,2011S0503825,99.6
2016-10,Calgary CMA ,2011S0503825,99.5
2016-11,Calgary CMA ,2011S0503825,99.8
2016-12,Calgary CMA ,2011S0503825,100
2017-01,Calgary CMA ,2011S0503825,99.9
2017-02,Calgary CMA ,2011S0503825,99.7
2017-03,Calgary CMA ,2011S0503825,99.7
2017-04,Calgary CMA ,2011S0503825,99.9
2017-05,Calgary CMA ,2011S0503825,99.5
2017-06,Calgary CMA ,2011S0503825,99.5
2017-07,Calgary CMA ,2011S0503825,100.3
2017-08,Calgary CMA ,2011S0503825,100.4
2017-09,Calgary CMA ,2011S0503825,100.3
2017-10,Calgary CMA ,2011S0503825,100.4
2017-11,Calgary CMA ,2011S0503825,100.5
2017-12,Calgary CMA ,2011S0503825,100.3
2018-01,Calgary CMA ,2011S0503825,100.3
2018-02,Calgary CMA ,2011S0503825,100
2018-03,Calgary CMA ,2011S0503825,99.6
2018-04,Calgary CMA ,2011S0503825,99.6
2018-05,Calgary CMA ,2011S0503825,99.5
2018-06,Calgary CMA ,2011S0503825,99.8
2018-07,Calgary CMA ,2011S0503825,100
2018-08,Calgary CMA ,2011S0503825,99.6
2018-09,Calgary CMA ,2011S0503825,99.4
2018-10,Calgary CMA ,2011S0503825,99.1
2018-11,Calgary CMA ,2011S0503825,99.3
2018-12,Calgary CMA ,2011S0503825,99.4
2019-01,Calgary CMA ,2011S0503825,99.2
2019-02,Calgary CMA ,2011S0503825,99.2
2019-03,Calgary CMA ,2011S0503825,99.1
2019-04,Calgary CMA ,2011S0503825,98.5
2019-05,Calgary CMA ,2011S0503825,98.4
2019-06,Calgary CMA ,2011S0503825,97.4
2019-07,Calgary CMA ,2011S0503825,97.4
2019-08,Calgary CMA ,2011S0503825,97.4
2019-09,Calgary CMA ,2011S0503825,97.2
2019-10,Calgary CMA ,2011S0503825,97
2019-11,Calgary CMA ,2011S0503825,97.2
2019-12,Calgary CMA ,2011S0503825,97.2
2020-01,Calgary CMA ,2011S0503825,96.9
2020-02,Calgary CMA ,2011S0503825,97.3
2020-03,Calgary CMA ,2011S0503825,97.1
2020-04,Calgary CMA ,2011S0503825,96.9
2020-05,Calgary CMA ,2011S0503825,96.9
2020-06,Calgary CMA ,2011S0503825,96.8
2020-07,Calgary CMA ,2011S0503825,96.3
2020-08,Calgary CMA ,2011S0503825,96.2
2020-09,Calgary CMA ,2011S0503825,96.6
2020-10,Calgary CMA ,2011S0503825,97
2020-11,Calgary CMA ,2011S0503825,97.3
2020-12,Calgary CMA ,2011S0503825,97.3
2021-01,Calgary CMA ,2011S0503825,97.6
2021-02,Calgary CMA ,2011S0503825,98.4
2021-03,Calgary CMA ,2011S0503825,98.9
2021-04,Calgary CMA ,2011S0503825,101.5
2021-05,Calgary CMA ,2011S0503825,105.3
2021-06,Calgary CMA ,2011S0503825,109
2021-07,Calgary CMA ,2011S0503825,108.8
2021-08,Calgary CMA ,2011S0503825,109
2021-09,Calgary CMA ,2011S0503825,109.1
2021-10,Calgary CMA ,2011S0503825,109.2
2021-11,Calgary CMA ,2011S0503825,109.7
2021-12,Calgary CMA ,2011S0503825,110.2
2022-01,Calgary CMA ,2011S0503825,112.5
2022-02,Calgary CMA ,2011S0503825,116.8
2022-03,Calgary CMA ,2011S0503825,121.6
2022-04,Calgary CMA ,2011S0503825,123.5
2022-05,Calgary CMA ,2011S0503825,125.2
2022-06,Calgary CMA ,2011S0503825,125.3
2022-07,Calgary CMA ,2011S0503825,124.9
2022-08,Calgary CMA ,2011S0503825,125.2
2022-09,Calgary CMA ,2011S0503825,124.6
2022-10,Calgary CMA ,2011S0503825,124.6
2022-11,Calgary CMA ,2011S0503825,124.6
2022-12,Calgary CMA ,2011S0503825,124.7
2023-01,Calgary CMA ,2011S0503825,124.8
2023-02,Calgary CMA ,2011S0503825,124.8
2023-03,Calgary CMA ,2011S0503825,124.9
2023-04,Calgary CMA ,2011S0503825,124.8
2023-05,Calgary CMA ,2011S0503825,125.8
2023-06,Calgary CMA ,2011S0503825,126.6
2023-07,Calgary CMA ,2011S0503825,126.9
2023-08,Calgary CMA ,2011S0503825,127.7
2023-09,Calgary CMA ,2011S0503825,127.8
2023-10,Calgary CMA ,2011S0503825,127.8
2023-11,Calgary CMA ,2011S0503825,127.6
2023-12,Calgary CMA ,2011S0503825,128.1
2024-01,Calgary CMA ,2011S0503825,127.9
2024-02,Calgary CMA ,2011S0503825,128
2024-03,Calgary CMA ,2011S0503825,128.6
2024-04,Calgary CMA ,2011S0503825,129.7
2024-05,Calgary CMA ,2011S0503825,131.4
2024-06,Calgary CMA ,2011S0503825,132.4
2024-07,Calgary CMA ,2011S0503825,133.5
2024-08,Calgary CMA ,2011S0503825,132.9
2024-09,Calgary CMA ,2011S0503825,133.3
2024-10,Calgary CMA ,2011S0503825,133.5
2024-11,Calgary CMA ,2011S0503825,133.7
2024-12,Calgary CMA ,2011S0503825,133.1
2025-01,Calgary CMA ,2011S0503825,133.4
2025-02,Calgary CMA ,2011S0503825,133.8
2025-03,Calgary CMA ,2011S0503825,133.4
2025-04,Calgary CMA ,2011S0503825,131.9
2025-05,Calgary CMA ,2011S0503825,132.1
2025-06,Calgary CMA ,2011S0503825,131.1
2025-07,Calgary CMA ,2011S0503825,131.3
2025-08,Calgary CMA ,2011S0503825,129.9
2025-09,Calgary CMA ,2011S0503825,129.7
2025-10,Calgary CMA ,2011S0503825,129.5
2025-11,Calgary CMA ,2011S0503825,130.2
2025-12,Calgary CMA ,2011S0503825,130.3
2026-01,Calgary CMA ,2011S0503825,129.7
2026-02,Calgary CMA ,2011S0503825,131.4
2026-03,Calgary CMA ,2011S0503825,132.3
2026-04,Calgary CMA ,2011S0503825,130.4
2005-01,Vancouver CMA,2011S0503933,83
2005-02,Vancouver CMA,2011S0503933,83.1
2005-03,Vancouver CMA,2011S0503933,83.1
2005-04,Vancouver CMA,2011S0503933,84.4
2005-05,Vancouver CMA,2011S0503933,85.6
2005-06,Vancouver CMA,2011S0503933,85.6
2005-07,Vancouver CMA,2011S0503933,86
2005-08,Vancouver CMA,2011S0503933,86
2005-09,Vancouver CMA,2011S0503933,86.3
2005-10,Vancouver CMA,2011S0503933,86.3
2005-11,Vancouver CMA,2011S0503933,86.5
2005-12,Vancouver CMA,2011S0503933,86.8
2006-01,Vancouver CMA,2011S0503933,87.8
2006-02,Vancouver CMA,2011S0503933,88.5
2006-03,Vancouver CMA,2011S0503933,88.8
2006-04,Vancouver CMA,2011S0503933,89.6
2006-05,Vancouver CMA,2011S0503933,89.9
2006-06,Vancouver CMA,2011S0503933,90.1
2006-07,Vancouver CMA,2011S0503933,90.5
2006-08,Vancouver CMA,2011S0503933,92.8
2006-09,Vancouver CMA,2011S0503933,93.3
2006-10,Vancouver CMA,2011S0503933,93.8
2006-11,Vancouver CMA,2011S0503933,93.9
2006-12,Vancouver CMA,2011S0503933,93.9
2007-01,Vancouver CMA,2011S0503933,93.9
2007-02,Vancouver CMA,2011S0503933,93.9
2007-03,Vancouver CMA,2011S0503933,94.9
2007-04,Vancouver CMA,2011S0503933,95.6
2007-05,Vancouver CMA,2011S0503933,97.8
2007-06,Vancouver CMA,2011S0503933,98.7
2007-07,Vancouver CMA,2011S0503933,98.9
2007-08,Vancouver CMA,2011S0503933,99
2007-09,Vancouver CMA,2011S0503933,99
2007-10,Vancouver CMA,2011S0503933,99.6
2007-11,Vancouver CMA,2011S0503933,99.8
2007-12,Vancouver CMA,2011S0503933,99.8
2008-01,Vancouver CMA,2011S0503933,99.9
2008-02,Vancouver CMA,2011S0503933,100
2008-03,Vancouver CMA,2011S0503933,100.7
2008-04,Vancouver CMA,2011S0503933,100.8
2008-05,Vancouver CMA,2011S0503933,100.5
2008-06,Vancouver CMA,2011S0503933,100.4
2008-07,Vancouver CMA,2011S0503933,100.5
2008-08,Vancouver CMA,2011S0503933,100.4
2008-09,Vancouver CMA,2011S0503933,100.3
2008-10,Vancouver CMA,2011S0503933,99.2
2008-11,Vancouver CMA,2011S0503933,97.5
2008-12,Vancouver CMA,2011S0503933,97.5
2009-01,Vancouver CMA,2011S0503933,96.7
2009-02,Vancouver CMA,2011S0503933,94
2009-03,Vancouver CMA,2011S0503933,92.9
2009-04,Vancouver CMA,2011S0503933,91.7
2009-05,Vancouver CMA,2011S0503933,92.1
2009-06,Vancouver CMA,2011S0503933,91.3
2009-07,Vancouver CMA,2011S0503933,92.4
2009-08,Vancouver CMA,2011S0503933,92.5
2009-09,Vancouver CMA,2011S0503933,93.8
2009-10,Vancouver CMA,2011S0503933,94.5
2009-11,Vancouver CMA,2011S0503933,94.8
2009-12,Vancouver CMA,2011S0503933,95.4
2010-01,Vancouver CMA,2011S0503933,95.8
2010-02,Vancouver CMA,2011S0503933,96.3
2010-03,Vancouver CMA,2011S0503933,96.9
2010-04,Vancouver CMA,2011S0503933,97.2
2010-05,Vancouver CMA,2011S0503933,97.5
2010-06,Vancouver CMA,2011S0503933,97.4
2010-07,Vancouver CMA,2011S0503933,96.5
2010-08,Vancouver CMA,2011S0503933,96.6
2010-09,Vancouver CMA,2011S0503933,96.2
2010-10,Vancouver CMA,2011S0503933,96.3
2010-11,Vancouver CMA,2011S0503933,96.1
2010-12,Vancouver CMA,2011S0503933,96
2011-01,Vancouver CMA,2011S0503933,96
2011-02,Vancouver CMA,2011S0503933,96.1
2011-03,Vancouver CMA,2011S0503933,96.3
2011-04,Vancouver CMA,2011S0503933,96.5
2011-05,Vancouver CMA,2011S0503933,96.7
2011-06,Vancouver CMA,2011S0503933,96.6
2011-07,Vancouver CMA,2011S0503933,96.6
2011-08,Vancouver CMA,2011S0503933,96.3
2011-09,Vancouver CMA,2011S0503933,96.3
2011-10,Vancouver CMA,2011S0503933,96.2
2011-11,Vancouver CMA,2011S0503933,95.9
2011-12,Vancouver CMA,2011S0503933,95.7
2012-01,Vancouver CMA,2011S0503933,96
2012-02,Vancouver CMA,2011S0503933,95.8
2012-03,Vancouver CMA,2011S0503933,95.7
2012-04,Vancouver CMA,2011S0503933,95.7
2012-05,Vancouver CMA,2011S0503933,95.8
2012-06,Vancouver CMA,2011S0503933,95.8
2012-07,Vancouver CMA,2011S0503933,95.9
2012-08,Vancouver CMA,2011S0503933,95.9
2012-09,Vancouver CMA,2011S0503933,95.8
2012-10,Vancouver CMA,2011S0503933,95.9
2012-11,Vancouver CMA,2011S0503933,95.5
2012-12,Vancouver CMA,2011S0503933,95.2
2013-01,Vancouver CMA,2011S0503933,95.2
2013-02,Vancouver CMA,2011S0503933,95.2
2013-03,Vancouver CMA,2011S0503933,95.1
2013-04,Vancouver CMA,2011S0503933,95.1
2013-05,Vancouver CMA,2011S0503933,94.9
2013-06,Vancouver CMA,2011S0503933,94.7
2013-07,Vancouver CMA,2011S0503933,95
2013-08,Vancouver CMA,2011S0503933,94.6
2013-09,Vancouver CMA,2011S0503933,94.6
2013-10,Vancouver CMA,2011S0503933,94.4
2013-11,Vancouver CMA,2011S0503933,94.3
2013-12,Vancouver CMA,2011S0503933,94.1
2014-01,Vancouver CMA,2011S0503933,94.1
2014-02,Vancouver CMA,2011S0503933,94.1
2014-03,Vancouver CMA,2011S0503933,94
2014-04,Vancouver CMA,2011S0503933,93.6
2014-05,Vancouver CMA,2011S0503933,93.5
2014-06,Vancouver CMA,2011S0503933,93.3
2014-07,Vancouver CMA,2011S0503933,93.2
2014-08,Vancouver CMA,2011S0503933,93.5
2014-09,Vancouver CMA,2011S0503933,93.5
2014-10,Vancouver CMA,2011S0503933,93.8
2014-11,Vancouver CMA,2011S0503933,93.7
2014-12,Vancouver CMA,2011S0503933,93.6
2015-01,Vancouver CMA,2011S0503933,93.5
2015-02,Vancouver CMA,2011S0503933,93.5
2015-03,Vancouver CMA,2011S0503933,93.5
2015-04,Vancouver CMA,2011S0503933,94.1
2015-05,Vancouver CMA,2011S0503933,94.1
2015-06,Vancouver CMA,2011S0503933,94.3
2015-07,Vancouver CMA,2011S0503933,94.7
2015-08,Vancouver CMA,2011S0503933,94.7
2015-09,Vancouver CMA,2011S0503933,95.1
2015-10,Vancouver CMA,2011S0503933,95.4
2015-11,Vancouver CMA,2011S0503933,95.8
2015-12,Vancouver CMA,2011S0503933,96
2016-01,Vancouver CMA,2011S0503933,96.4
2016-02,Vancouver CMA,2011S0503933,97.2
2016-03,Vancouver CMA,2011S0503933,97.6
2016-04,Vancouver CMA,2011S0503933,97.8
2016-05,Vancouver CMA,2011S0503933,98.9
2016-06,Vancouver CMA,2011S0503933,99.3
2016-07,Vancouver CMA,2011S0503933,99.8
2016-08,Vancouver CMA,2011S0503933,99.8
2016-09,Vancouver CMA,2011S0503933,100.1
2016-10,Vancouver CMA,2011S0503933,100.3
2016-11,Vancouver CMA,2011S0503933,100
2016-12,Vancouver CMA,2011S0503933,100
2017-01,Vancouver CMA,2011S0503933,99.9
2017-02,Vancouver CMA,2011S0503933,99.8
2017-03,Vancouver CMA,2011S0503933,100.5
2017-04,Vancouver CMA,2011S0503933,101.7
2017-05,Vancouver CMA,2011S0503933,103.9
2017-06,Vancouver CMA,2011S0503933,105.5
2017-07,Vancouver CMA,2011S0503933,107.6
2017-08,Vancouver CMA,2011S0503933,107.6
2017-09,Vancouver CMA,2011S0503933,108.4
2017-10,Vancouver CMA,2011S0503933,108.7
2017-11,Vancouver CMA,2011S0503933,108.7
2017-12,Vancouver CMA,2011S0503933,108.9
2018-01,Vancouver CMA,2011S0503933,108.9
2018-02,Vancouver CMA,2011S0503933,108.9
2018-03,Vancouver CMA,2011S0503933,108.9
2018-04,Vancouver CMA,2011S0503933,108.9
2018-05,Vancouver CMA,2011S0503933,108.9
2018-06,Vancouver CMA,2011S0503933,109.1
2018-07,Vancouver CMA,2011S0503933,108.9
2018-08,Vancouver CMA,2011S0503933,108.7
2018-09,Vancouver CMA,2011S0503933,109.1
2018-10,Vancouver CMA,2011S0503933,109.1
2018-11,Vancouver CMA,2011S0503933,108.8
2018-12,Vancouver CMA,2011S0503933,108.7
2019-01,Vancouver CMA,2011S0503933,108.6
2019-02,Vancouver CMA,2011S0503933,108.3
2019-03,Vancouver CMA,2011S0503933,108.4
2019-04,Vancouver CMA,2011S0503933,108.2
2019-05,Vancouver CMA,2011S0503933,107.9
2019-06,Vancouver CMA,2011S0503933,107.8
2019-07,Vancouver CMA,2011S0503933,107.3
2019-08,Vancouver CMA,2011S0503933,107.3
2019-09,Vancouver CMA,2011S0503933,106.7
2019-10,Vancouver CMA,2011S0503933,106.4
2019-11,Vancouver CMA,2011S0503933,105.8
2019-12,Vancouver CMA,2011S0503933,106.2
2020-01,Vancouver CMA,2011S0503933,106
2020-02,Vancouver CMA,2011S0503933,106.4
2020-03,Vancouver CMA,2011S0503933,106.9
2020-04,Vancouver CMA,2011S0503933,106.9
2020-05,Vancouver CMA,2011S0503933,106.9
2020-06,Vancouver CMA,2011S0503933,107
2020-07,Vancouver CMA,2011S0503933,107.8
2020-08,Vancouver CMA,2011S0503933,108.9
2020-09,Vancouver CMA,2011S0503933,111.1
2020-10,Vancouver CMA,2011S0503933,112.5
2020-11,Vancouver CMA,2011S0503933,112.8
2020-12,Vancouver CMA,2011S0503933,112.8
2021-01,Vancouver CMA,2011S0503933,113.1
2021-02,Vancouver CMA,2011S0503933,117.6
2021-03,Vancouver CMA,2011S0503933,118.2
2021-04,Vancouver CMA,2011S0503933,120
2021-05,Vancouver CMA,2011S0503933,120.9
2021-06,Vancouver CMA,2011S0503933,120.5
2021-07,Vancouver CMA,2011S0503933,120.9
2021-08,Vancouver CMA,2011S0503933,121.5
2021-09,Vancouver CMA,2011S0503933,122.6
2021-10,Vancouver CMA,2011S0503933,123.8
2021-11,Vancouver CMA,2011S0503933,124.7
2021-12,Vancouver CMA,2011S0503933,124.8
2022-01,Vancouver CMA,2011S0503933,127.1
2022-02,Vancouver CMA,2011S0503933,128
2022-03,Vancouver CMA,2011S0503933,128.3
2022-04,Vancouver CMA,2011S0503933,128.6
2022-05,Vancouver CMA,2011S0503933,128.6
2022-06,Vancouver CMA,2011S0503933,128.7
2022-07,Vancouver CMA,2011S0503933,129.4
2022-08,Vancouver CMA,2011S0503933,129.4
2022-09,Vancouver CMA,2011S0503933,129.4
2022-10,Vancouver CMA,2011S0503933,128.4
2022-11,Vancouver CMA,2011S0503933,128.2
2022-12,Vancouver CMA,2011S0503933,128.2
2023-01,Vancouver CMA,2011S0503933,127.7
2023-02,Vancouver CMA,2011S0503933,127.6
2023-03,Vancouver CMA,2011S0503933,127.6
2023-04,Vancouver CMA,2011S0503933,127.6
2023-05,Vancouver CMA,2011S0503933,127.8
2023-06,Vancouver CMA,2011S0503933,128.5
2023-07,Vancouver CMA,2011S0503933,128.4
2023-08,Vancouver CMA,2011S0503933,129.1
2023-09,Vancouver CMA,2011S0503933,128.6
2023-10,Vancouver CMA,2011S0503933,128.6
2023-11,Vancouver CMA,2011S0503933,128.6
2023-12,Vancouver CMA,2011S0503933,128.7
2024-01,Vancouver CMA,2011S0503933,128.3
2024-02,Vancouver CMA,2011S0503933,128.5
2024-03,Vancouver CMA,2011S0503933,128.5
2024-04,Vancouver CMA,2011S0503933,129.2
2024-05,Vancouver CMA,2011S0503933,129.2
2024-06,Vancouver CMA,2011S0503933,128.4
2024-07,Vancouver CMA,2011S0503933,128.8
2024-08,Vancouver CMA,2011S0503933,128.9
2024-09,Vancouver CMA,2011S0503933,128.6
2024-10,Vancouver CMA,2011S0503933,127.8
2024-11,Vancouver CMA,2011S0503933,127.8
2024-12,Vancouver CMA,2011S0503933,127.8
2025-01,Vancouver CMA,2011S0503933,128
2025-02,Vancouver CMA,2011S0503933,127.9
2025-03,Vancouver CMA,2011S0503933,127.8
2025-04,Vancouver CMA,2011S0503933,127.6
2025-05,Vancouver CMA,2011S0503933,127.1
2025-06,Vancouver CMA,2011S0503933,126.8
2025-07,Vancouver CMA,2011S0503933,126.8
2025-08,Vancouver CMA,2011S0503933,125.8
2025-09,Vancouver CMA,2011S0503933,126.1
2025-10,Vancouver CMA,2011S0503933,125.9
2025-11,Vancouver CMA,2011S0503933,125.7
2025-12,Vancouver CMA,2011S0503933,125.4
2026-01,Vancouver CMA,2011S0503933,125
2026-02,Vancouver CMA,2011S0503933,125
2026-03,Vancouver CMA,2011S0503933,124.6
2026-04,Vancouver CMA,2011S0503933,124.5
